Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
2422	-0.00199	0.04128	-0.03118	-0.00161	-0.02471	-0.01142	-0.01712	-0.00299	0.00042	0.02701
2423	-0.00371	0.04231	-0.03365	0.00356	-0.02455	-0.01555	-0.01533	-0.00035	0.00368	0.02226
2426	-0.00779	0.04452	-0.03911	0.01541	-0.0236	-0.02471	-0.01083	0.0058	0.01066	0.0107
2428	-0.00906	0.04528	-0.04093	0.01969	-0.02351	-0.02803	-0.00924	0.00773	0.01443	0.00533
2431	-0.01154	0.0469	-0.04477	0.02944	-0.02387	-0.03569	-0.00574	0.01151	0.02598	-0.00978
2432	-0.01227	0.04732	-0.0458	0.03232	-0.02384	-0.03782	-0.00458	0.01254	0.02945	-0.01466
2434	-0.01299	0.04762	-0.0466	0.03496	-0.02356	-0.03953	-0.00332	0.01334	0.03242	-0.01945
2435	-0.01325	0.04789	-0.04719	0.03628	-0.02383	-0.04075	-0.00299	0.01391	0.03446	-0.02165
2436	-0.01367	0.04814	-0.04781	0.03806	-0.02385	-0.0421	-0.00227	0.01456	0.03687	-0.02497
2438	0.04867	0.00916	0.03719	0.02904	-0.02551	0.00285	0.04855	0.02519	0.01086	0.01726
2440	0.04826	0.00954	0.03667	0.02718	-0.02586	0.00374	0.04704	0.02343	0.01199	0.01564
2442	0.04769	0.01	0.03591	0.02478	-0.02615	0.0048	0.04488	0.02106	0.01317	0.01359
2443	0.04712	0.01045	0.03516	0.02243	-0.02644	0.00584	0.04273	0.01872	0.01427	0.01171
2447	0.0422	0.01395	0.02849	0.00363	-0.02778	0.01349	0.02413	-0.00052	0.021	-0.00214
2448	0.04084	0.0149	0.02665	-0.00092	-0.02808	0.01524	0.01952	-0.00497	0.02201	-0.00423
2449	0.03906	0.01614	0.02426	-0.00641	-0.02844	0.0173	0.01394	-0.01011	0.02287	-0.00602
2451	0.03665	0.01786	0.02103	-0.01373	-0.02908	0.0201	0.00659	-0.01695	0.02403	-0.00787
2452	0.0351	0.01892	0.01895	-0.01779	-0.02933	0.02148	0.0023	-0.02058	0.02407	-0.00795
2453	0.03384	0.01975	0.01727	-0.02088	-0.02948	0.02248	-0.00102	-0.02327	0.02391	-0.00775
2455	0.03112	0.02164	0.01359	-0.02581	-0.02999	0.02377	-0.00673	-0.02727	0.02238	-0.0038
2457	0.02775	0.02399	0.00901	-0.03107	-0.03064	0.02491	-0.0132	-0.03147	0.01998	0.00229
2458	0.02613	0.02506	0.00683	-0.03254	-0.03073	0.02481	-0.01549	-0.03228	0.01824	0.00585
2459	0.02442	0.02614	0.00455	-0.03402	-0.03073	0.02465	-0.01788	-0.03305	0.01637	0.00939
2461	0.0216	0.02798	0.00073	-0.03566	-0.0308	0.02393	-0.02126	-0.03373	0.01322	0.01562
2462	0.02047	0.02869	-0.00081	-0.03593	-0.03077	0.02338	-0.02237	-0.03367	0.01192	0.018
2463	0.01918	0.02951	-0.00256	-0.03575	-0.03074	0.0225	-0.0233	-0.03329	0.0105	0.02063
2464	0.01812	0.03018	-0.00404	-0.03504	-0.03067	0.02143	-0.02369	-0.03257	0.00947	0.02244
2465	0.01747	0.03061	-0.00494	-0.03484	-0.03069	0.02092	-0.02411	-0.03234	0.0088	0.02378
2466	0.01581	0.03156	-0.00716	-0.0333	-0.0303	0.019	-0.02433	-0.03063	0.00703	0.02607
2467	0.0137	0.03275	-0.01002	-0.03038	-0.02973	0.01587	-0.02404	-0.02777	0.00544	0.02768
2471	-0.00111	0.04108	-0.03044	-0.00383	-0.02569	-0.01	-0.0185	-0.0046	-1e-04	0.03007
2475	-0.00679	0.04418	-0.03811	0.01262	-0.02432	-0.02291	-0.01229	0.00439	0.00921	0.01435
2476	-0.00773	0.04473	-0.03945	0.01572	-0.02423	-0.02535	-0.01115	0.00588	0.0118	0.0106
2479	-0.01013	0.04614	-0.04289	0.02422	-0.02408	-0.03191	-0.00791	0.00956	0.02027	-0.00139
2482	-0.01208	0.04736	-0.04581	0.03186	-0.02421	-0.03782	-0.00504	0.01255	0.02934	-0.01361
