Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
977	-0.01681	-0.00292	0.00627	-0.02096	0.02112	-0.00558	0.01722	0.01712	0.02097	0.02088
978	-0.01825	-0.00231	0.00735	-0.01902	0.02076	-0.00386	0.01712	0.01557	0.02023	0.0213
981	-0.02228	0.00074	0.01023	-0.01205	0.02061	0.00325	0.01611	0.0101	0.01648	0.02019
982	-0.02394	0.00121	0.0116	-0.00909	0.01989	0.00545	0.01542	0.00716	0.01573	0.01918
983	-0.02561	0.00246	0.01266	-0.0051	0.01981	0.00902	0.01479	0.00298	0.0141	0.0166
986	-0.02934	0.00432	0.01516	0.00409	0.01877	0.01616	0.01307	-0.00762	0.01128	0.00945
992	-0.03362	0.00887	0.01692	0.01874	0.01988	0.02944	0.01104	-0.02521	0.00575	-0.00689
994	-0.03418	0.00931	0.01727	0.02061	0.01991	0.03109	0.01059	-0.02745	0.00521	-0.00924
999	0.02243	-0.0286	-0.01504	0.02366	0.02103	-0.00203	-0.02946	-0.01494	0.00302	0.03465
1000	0.02105	-0.0293	-0.01621	0.02141	0.02028	-0.00157	-0.02824	-0.01421	0.00662	0.0312
1003	0.01934	-0.02546	-0.01189	0.01256	0.02293	-0.01003	-0.02387	-0.01421	0.01374	0.01185
1006	0.01799	-0.02364	-0.01009	0.00758	0.02356	-0.01328	-0.02103	-0.0131	0.01733	0.00249
1007	0.01751	-0.02311	-0.00964	0.00604	0.02376	-0.01406	-0.02023	-0.01255	0.01853	-5e-05
1010	0.01549	-0.02225	-0.00901	0.00175	0.0233	-0.01538	-0.01709	-0.01071	0.02152	-0.00509
1014	0.00514	-0.0165	-0.00405	-0.0152	0.02245	-0.01908	-0.00214	0.00202	0.03131	-0.01167
1015	0.00508	-0.01422	-0.00245	-0.01739	0.02407	-0.01958	-0.00209	0.00494	0.03161	-0.01426
1016	0.003	-0.01396	-0.00188	-0.01901	0.02335	-0.01989	0.00049	0.00604	0.03261	-0.01215
1017	-8e-05	-0.01472	-0.00199	-0.01982	0.02158	-0.01957	0.00417	0.0061	0.03362	-0.00666
1020	-0.00548	-0.01063	0.00034	-0.02235	0.02157	-0.01576	0.00947	0.01175	0.02968	0.00272
1022	-0.01155	-0.00627	0.00304	-0.02383	0.02139	-0.01082	0.01485	0.01708	0.0247	0.01395
1024	-0.01493	-0.00344	0.00501	-0.02251	0.02162	-0.00696	0.01662	0.01824	0.02141	0.019
1027	-0.01771	-0.00055	0.00671	-0.01928	0.02234	-0.00217	0.01703	0.01709	0.01831	0.02093
1028	-0.01876	0.00027	0.00737	-0.01771	0.02244	-0.00044	0.01706	0.01597	0.01744	0.02119
1029	-0.02043	0.00114	0.00853	-0.01469	0.02209	0.00214	0.01671	0.01309	0.01631	0.02046
1030	-0.02137	0.00182	0.00922	-0.01302	0.02199	0.00379	0.0164	0.01177	0.01541	0.02013
1035	-0.02855	0.00575	0.01348	0.00399	0.02044	0.01706	0.01449	-0.00795	0.00977	0.0089
1036	-0.03014	0.00684	0.01436	0.0085	0.02033	0.02077	0.01387	-0.01339	0.00831	0.00471
1037	-0.0307	0.00754	0.01452	0.01055	0.0206	0.02269	0.01369	-0.01592	0.00752	0.00237
1039	-0.03207	0.00945	0.01455	0.01593	0.02144	0.02747	0.01388	-0.02309	0.00529	-0.00367
1040	-0.03258	0.0099	0.0148	0.01766	0.02153	0.02898	0.01362	-0.02526	0.00475	-0.00574
1041	-0.03302	0.01018	0.0151	0.01905	0.02146	0.03014	0.01321	-0.02686	0.00437	-0.00744
1043	-0.03347	0.01065	0.01527	0.02071	0.02153	0.03155	0.01295	-0.02891	0.00381	-0.00954
1044	-0.03367	0.0106	0.01555	0.02114	0.02139	0.03188	0.01266	-0.02934	0.00386	-0.01005
1045	-0.03393	0.01037	0.01606	0.02143	0.02104	0.03206	0.01207	-0.02943	0.00411	-0.01039
1046	0.02591	-0.02457	-0.00917	0.02622	0.02389	-0.00737	-0.03017	-0.01677	-0.00555	0.03458
1051	0.02303	-0.02442	-0.00986	0.01927	0.02382	-0.00928	-0.02717	-0.0155	0.00383	0.02175
1055	0.01952	-0.02261	-0.00872	0.00925	0.02472	-0.01398	-0.02251	-0.01359	0.01477	0.00358
1056	0.01876	-0.02264	-0.0089	0.00781	0.02456	-0.0143	-0.02166	-0.01321	0.01645	0.00171
1058	0.01751	-0.02228	-0.00887	0.00504	0.02435	-0.01481	-0.02004	-0.01199	0.01898	-0.00199
1060	0.01656	-0.02134	-0.00819	0.0024	0.02445	-0.01563	-0.01849	-0.01051	0.02058	-0.00556
1061	0.01465	-0.01741	-0.00504	-0.00448	0.02558	-0.0177	-0.0148	-0.00501	0.02305	-0.01444
1066	0.00457	-0.0131	-0.0018	-0.01868	0.02418	-0.01935	-0.0014	0.0065	0.03096	-0.0146
1067	0.00154	-0.01396	-0.00194	-0.01951	0.02267	-0.01926	0.0022	0.00655	0.03264	-0.00931
1073	-0.01301	-0.00173	0.00395	-0.02395	0.02349	-0.0059	0.01532	0.02118	0.01913	0.01687
1074	-0.01434	-0.00074	0.00474	-0.02321	0.02364	-0.0044	0.01597	0.0213	0.01822	0.01869
1075	-0.01508	-0.00024	0.00505	-0.02242	0.02381	-0.00348	0.01637	0.02087	0.01789	0.0195
1076	-0.016	-2e-05	0.00554	-0.02137	0.0236	-0.0027	0.01672	0.01986	0.01774	0.0202
1077	-0.01718	0.00064	0.00622	-0.01971	0.02353	-0.00112	0.01693	0.01846	0.01706	0.02066
1080	-0.02073	0.00304	0.00813	-0.01348	0.02334	0.00459	0.01706	0.01267	0.01411	0.02022
1081	-0.02125	0.00376	0.00835	-0.01229	0.02345	0.00591	0.01692	0.01168	0.01304	0.01975
1082	-0.02387	0.00495	0.00983	-0.00601	0.02254	0.01035	0.01631	0.00403	0.01106	0.01557
1084	-0.02799	0.00805	0.01136	0.00538	0.0224	0.01917	0.01618	-0.01016	0.00702	0.00678
1086	-0.02993	0.00985	0.01196	0.01164	0.02262	0.02426	0.01592	-0.01815	0.0047	0.00057
1087	-0.03041	0.01015	0.01224	0.01312	0.0226	0.02545	0.01569	-0.02001	0.00433	-0.0011
1089	-0.03198	0.01108	0.01315	0.01782	0.02267	0.02934	0.01519	-0.02614	0.00332	-0.00621
1090	-0.03242	0.01147	0.01332	0.01935	0.02271	0.03059	0.015	-0.02809	0.00284	-0.00804
1091	-0.03272	0.0116	0.01357	0.02024	0.02271	0.03135	0.01482	-0.02924	0.00273	-0.00912
1093	-0.0332	0.0114	0.01429	0.02108	0.02232	0.03199	0.01408	-0.03003	0.00299	-0.01009
1095	0.02755	-0.0222	-0.00584	0.02676	0.02518	-0.0105	-0.02977	-0.01737	-0.00951	0.03242
1097	0.02731	-0.02207	-0.00578	0.02597	0.02524	-0.01082	-0.02945	-0.01722	-0.00856	0.03078
1098	0.02759	-0.02144	-0.00495	0.02573	0.02562	-0.01174	-0.02927	-0.01732	-0.00907	0.02953
1099	0.02588	-0.0225	-0.00679	0.02318	0.02493	-0.01071	-0.02848	-0.01647	-0.00404	0.02622
1102	0.02191	-0.02179	-0.00724	0.01318	0.02548	-0.01396	-0.02457	-0.01458	0.00896	0.00855
1103	0.02136	-0.0215	-0.00706	0.01163	0.02558	-0.01461	-0.02382	-0.01419	0.01057	0.00578
1108	0.01802	-0.02063	-0.00732	0.00403	0.02535	-0.0158	-0.02014	-0.01098	0.01846	-0.00484
1109	0.01702	-0.02017	-0.00715	0.00182	0.02533	-0.01618	-0.01886	-0.0097	0.02023	-0.00734
1110	0.01588	-0.01582	-0.00375	-0.00449	0.02668	-0.01788	-0.01601	-0.0041	0.02138	-0.01665
1111	0.01338	-0.01334	-0.00229	-0.01018	0.02696	-0.01836	-0.01243	0.00098	0.02355	-0.02075
1113	0.00832	-0.01119	-0.00125	-0.01732	0.02627	-0.01845	-0.00607	0.00709	0.02709	-0.02009
1115	0.00616	-0.01152	-0.00124	-0.01872	0.0256	-0.01874	-0.00349	0.00782	0.02912	-0.01752
1116	0.00494	-0.01171	-0.00126	-0.01953	0.02516	-0.01887	-0.002	0.00824	0.03017	-0.01605
1120	-0.01066	7e-05	0.00292	-0.02565	0.02508	-0.00493	0.01329	0.0244	0.01595	0.01375
1121	-0.011	0.00029	0.00304	-0.02541	0.02518	-0.00457	0.01354	0.02435	0.01584	0.01426
1122	-0.01205	0.00176	0.00355	-0.02529	0.02565	-0.00278	0.0142	0.02555	0.01399	0.01608
1124	-0.01361	0.00246	0.0041	-0.0236	0.02561	-0.00128	0.01513	0.02416	0.01346	0.01773
1125	-0.01638	0.00298	0.00515	-0.01982	0.02482	0.00087	0.01642	0.01993	0.01322	0.01951
1126	-0.01708	0.00363	0.00541	-0.01856	0.02478	0.00207	0.0165	0.01885	0.01228	0.01954
1128	-0.01959	0.00464	0.00673	-0.01409	0.02423	0.00533	0.01675	0.014	0.01113	0.01899
1130	-0.0226	0.00697	0.00764	-0.00649	0.02388	0.01106	0.01693	0.00497	0.00789	0.01469
1132	-0.02655	0.00992	0.00899	0.00442	0.02372	0.01935	0.01697	-0.00871	0.00401	0.00642
1136	-0.03066	0.01234	0.01068	0.01643	0.02385	0.02828	0.01711	-0.02489	0.00157	-0.00505
1137	-0.03104	0.01269	0.01077	0.01777	0.02399	0.02937	0.01716	-0.02675	0.00123	-0.00658
1138	-0.03178	0.0127	0.01154	0.01951	0.02375	0.03073	0.01661	-0.02892	0.00134	-0.00849
1139	-0.03212	0.01261	0.01198	0.02017	0.02367	0.03133	0.01636	-0.02982	0.00152	-0.00923
1140	-0.03214	0.01294	0.01168	0.02071	0.02374	0.03159	0.01654	-0.03051	0.00112	-0.00992
1142	-0.0323	0.01332	0.01151	0.02164	0.02384	0.03223	0.01665	-0.03176	0.00069	-0.0111
1144	0.02911	-0.01977	-0.00249	0.02697	0.02604	-0.01333	-0.02882	-0.01746	-0.01315	0.02939
1153	0.02088	-0.02024	-0.00606	0.00896	0.02598	-0.01572	-0.02275	-0.01297	0.01232	0.00047
1154	0.01973	-0.01997	-0.00627	0.00635	0.02592	-0.01591	-0.02164	-0.01174	0.01509	-0.00306
1155	0.01924	-0.01995	-0.00637	0.00545	0.02579	-0.01599	-0.02106	-0.01132	0.016	-0.00402
1157	0.01803	-0.01618	-0.00371	-0.00106	0.0269	-0.01742	-0.01855	-0.00628	0.01839	-0.01468
1159	0.01534	-0.01149	-0.00089	-0.00963	0.02779	-0.01803	-0.01422	0.00169	0.02039	-0.02361
1160	0.01393	-0.01149	-0.00104	-0.01123	0.0276	-0.01819	-0.01269	0.00276	0.02202	-0.02307
1161	0.01186	-0.01101	-0.00092	-0.01384	0.02722	-0.01821	-0.01021	0.00481	0.02368	-0.02248
1170	-0.01051	0.00282	0.00295	-0.02632	0.02605	-0.00228	0.01273	0.02715	0.0114	0.01376
1172	-0.01343	0.00316	0.00381	-0.02338	0.02567	-0.00065	0.01485	0.02414	0.01198	0.01722
1173	-0.01429	0.00371	0.0039	-0.02209	0.02557	3e-04	0.01536	0.0229	0.01132	0.01785
1175	-0.01637	0.0051	0.00455	-0.01878	0.02543	0.0031	0.01606	0.01983	0.0096	0.01861
1176	-0.01749	0.00613	0.00472	-0.01625	0.02528	0.00506	0.01629	0.01709	0.00808	0.01793
1182	-0.02646	0.01065	0.00833	0.00513	0.02409	0.01995	0.01739	-0.00968	0.00302	0.00548
1184	-0.02867	0.01251	0.00858	0.01222	0.02417	0.02478	0.01796	-0.01917	0.00096	-0.00101
1187	-0.03032	0.01417	0.00868	0.01813	0.02458	0.02915	0.01839	-0.02723	-0.00082	-0.00734
1188	-0.03081	0.01419	0.00914	0.01931	0.02443	0.03001	0.01811	-0.02874	-0.00072	-0.00862
1189	-0.03111	0.01449	0.00914	0.02047	0.02449	0.03079	0.01819	-0.03032	-0.00098	-0.00999
1190	-0.03153	0.01417	0.00986	0.02102	0.02429	0.03133	0.01774	-0.03101	-0.00048	-0.01054
1192	-0.03172	0.01436	0.00989	0.02175	0.02427	0.03181	0.01769	-0.03195	-0.00066	-0.01145
1194	0.03014	-0.01828	-0.00041	0.02724	0.02616	-0.01469	-0.02785	-0.01716	-0.01562	0.02763
1195	0.03021	-0.01803	-0.00014	0.02702	0.02618	-0.01491	-0.02767	-0.01704	-0.01568	0.02685
1196	0.02997	-0.01781	-2e-05	0.02612	0.02639	-0.01534	-0.02749	-0.01693	-0.01474	0.02492
1198	0.02924	-0.01688	0.00058	0.02298	0.02668	-0.01646	-0.02637	-0.01599	-0.0117	0.01799
1199	0.02681	-0.01808	-0.00168	0.01902	0.02653	-0.01596	-0.02573	-0.01527	-0.00421	0.01307
1200	0.02518	-0.01865	-0.00286	0.0161	0.02649	-0.01606	-0.02495	-0.01473	0.00073	0.00902
1202	0.02312	-0.01855	-0.00372	0.01142	0.02648	-0.01632	-0.02356	-0.01318	0.00678	0.00195
1207	0.01925	-0.01408	-0.0017	-0.0015	0.02718	-0.01767	-0.0186	-0.00505	0.01576	-0.0179
1208	0.01717	-0.01079	-0.00026	-0.00787	0.02773	-0.01739	-0.01584	0.00093	0.01702	-0.02403
1209	0.01649	-0.01067	-5e-05	-0.00895	0.02784	-0.01789	-0.01494	0.00161	0.01838	-0.02478
1210	0.01521	-0.0101	-0.00025	-0.01104	0.02786	-0.01751	-0.01381	0.00347	0.0192	-0.02494
1211	0.0124	-0.00785	-5e-05	-0.01613	0.02761	-0.01621	-0.01076	0.00851	0.01939	-0.0253
1212	0.01091	-0.0074	-0.00011	-0.01801	0.02733	-0.01595	-0.00912	0.01011	0.02021	-0.02458
1213	0.01065	-0.00753	-0.00013	-0.01813	0.02722	-0.01605	-0.00878	0.01008	0.02061	-0.02424
1214	0.00995	-0.00643	-4e-05	-0.01952	0.02706	-0.01513	-0.00804	0.01183	0.01936	-0.02389
1219	-0.00684	0.00681	0.00148	-0.02849	0.0267	0.00048	0.00842	0.03123	0.00171	0.00747
1220	-0.0056	0.0086	0.00085	-0.02891	0.0267	0.00184	0.00679	0.03222	-0.00242	0.00521
1222	-0.01307	0.00414	0.00342	-0.0234	0.02607	0.00017	0.01451	0.02471	0.01024	0.01664
1227	-0.01742	0.009	0.00337	-0.01423	0.02585	0.00782	0.01603	0.01571	0.00305	0.01594
1229	-0.0201	0.01037	0.004	-0.00814	0.02544	0.01162	0.01691	0.00819	0.00164	0.01361
1233	-0.02684	0.0146	0.00528	0.01083	0.02498	0.02355	0.01907	-0.01691	-0.00243	-0.00063
1234	-0.02764	0.01472	0.00576	0.01277	0.02497	0.02486	0.01922	-0.01968	-0.00229	-0.00232
1236	-0.02908	0.01551	0.00628	0.0171	0.02493	0.02776	0.01937	-0.02554	-0.00285	-0.00663
1237	-0.02958	0.01581	0.00641	0.01871	0.02498	0.02881	0.01949	-0.02776	-0.00302	-0.00839
1240	-0.03064	0.01564	0.00755	0.02099	0.02488	0.03065	0.01916	-0.03101	-0.00243	-0.01083
1243	0.03123	-0.0167	0.00177	0.02753	0.02612	-0.01598	-0.0267	-0.01673	-0.0182	0.02576
1246	0.03042	-0.01628	0.00174	0.02489	0.02659	-0.0167	-0.0264	-0.01625	-0.01522	0.02043
1250	0.02411	-0.01733	-0.00228	0.01189	0.02668	-0.01673	-0.02359	-0.0128	0.00431	0.00125
1252	0.02228	-0.01548	-0.00176	0.00561	0.02676	-0.01701	-0.02156	-0.00936	0.00936	-0.00916
1255	0.02039	-0.01212	4e-05	-0.00187	0.0272	-0.01752	-0.01867	-0.00387	0.01299	-0.02056
1267	-0.0043	0.00952	0.00047	-0.02946	0.02661	0.00235	0.00533	0.03289	-0.00476	0.00303
1268	-0.00479	0.01018	0.00019	-0.02904	0.0266	0.003	0.00567	0.03277	-0.00579	0.0038
1269	-0.00531	0.01058	9e-05	-0.02854	0.02664	0.00352	0.00611	0.03248	-0.0063	0.00453
1270	-0.00804	0.01044	0.00034	-0.02609	0.02677	0.00418	0.00878	0.03012	-0.00455	0.00838
1271	-0.01365	0.00848	0.00207	-0.02047	0.02655	0.00466	0.01416	0.02323	0.00251	0.01542
1272	-0.01441	0.00852	0.00223	-0.01932	0.02638	0.00507	0.01466	0.02184	0.0028	0.01584
1273	-0.01474	0.01197	0.00038	-0.01607	0.02636	0.00812	0.01458	0.01904	-0.00347	0.01381
1274	-0.01628	0.01106	0.00158	-0.01431	0.0261	0.00857	0.01543	0.01647	-0.00103	0.0145
1277	-0.02061	0.01425	0.00153	-0.00296	0.02531	0.01508	0.01722	0.00243	-0.0045	0.00911
1278	-0.02225	0.01494	0.00199	0.00126	0.02513	0.01756	0.01781	-0.00326	-0.00489	0.00624
1282	-0.02761	0.01689	0.00367	0.01562	0.02517	0.02596	0.02017	-0.02305	-0.00504	-0.00559
1283	-0.02794	0.01742	0.00343	0.01714	0.02515	0.02675	0.02035	-0.02499	-0.00555	-0.00721
1287	-0.02944	0.01782	0.00415	0.02136	0.02491	0.02911	0.02044	-0.03059	-0.00509	-0.01168
1289	-0.0297	0.0179	0.00427	0.02212	0.02499	0.02964	0.02057	-0.03173	-0.00506	-0.01256
1292	0.03318	-0.01357	0.00597	0.02755	0.02543	-0.01801	-0.02368	-0.01519	-0.02238	0.02098
1293	0.03278	-0.01373	0.00555	0.0268	0.02563	-0.01795	-0.02395	-0.0152	-0.02121	0.01996
1294	0.03154	-0.01456	0.00407	0.02504	0.02652	-0.01803	-0.02512	-0.01568	-0.01783	0.01806
1295	0.03234	-0.01295	0.00597	0.02451	0.02575	-0.01841	-0.02336	-0.01439	-0.01931	0.01494
1296	0.03073	-0.01428	0.00385	0.02265	0.02665	-0.01823	-0.02469	-0.01497	-0.01497	0.01368
1297	0.03043	-0.01401	0.00387	0.02151	0.02659	-0.01822	-0.0244	-0.0145	-0.01382	0.01147
1298	0.02905	-0.01354	0.00341	0.01763	0.02653	-0.01804	-0.02355	-0.01292	-0.00937	0.00503
1301	0.02419	-0.01149	0.00207	0.00423	0.02654	-0.01727	-0.02052	-0.0066	0.0046	-0.0155
1303	0.02182	-0.0089	0.00267	-0.00319	0.02683	-0.0169	-0.01821	-0.00143	0.00889	-0.0252
1304	0.02044	-0.00907	0.00211	-0.00508	0.02722	-0.01718	-0.01738	-0.00029	0.0114	-0.0259
1305	0.02178	-0.00734	0.0036	-0.00492	0.02635	-0.01632	-0.01738	0.00024	0.00793	-0.02772
1306	0.01729	-0.00847	0.00119	-0.00987	0.02752	-0.01676	-0.01501	0.00337	0.01494	-0.02674
1308	0.01411	-0.00557	0.00095	-0.01609	0.02736	-0.01451	-0.01216	0.00962	0.01446	-0.02743
1311	0.01165	-0.00167	0.00096	-0.02119	0.02692	-0.01112	-0.0099	0.01587	0.01022	-0.02647
1315	-0.00062	0.00994	0.00031	-0.03036	0.02622	0.00197	0.00149	0.03302	-0.00713	-0.00352
1316	-0.00094	0.01043	0.00012	-0.03022	0.02606	0.00245	0.00168	0.03298	-0.00791	-0.00286
1318	-0.00323	0.01119	-2e-04	-0.02972	0.02621	0.00353	0.00384	0.03333	-0.00844	0.00127
1321	-0.00823	0.01189	-0.00033	-0.02497	0.02644	0.00543	0.0086	0.02914	-0.00713	0.0082
1322	-0.01339	0.01099	0.00061	-0.01886	0.02634	0.00649	0.01358	0.02206	-0.00219	0.01386
1323	-0.01433	0.0123	0.00018	-0.0164	0.02622	0.00817	0.01406	0.01948	-0.00417	0.01341
1325	-0.01632	0.01452	-0.00092	-0.01083	0.02552	0.01071	0.01528	0.01311	-0.00673	0.01195
1326	-0.0167	0.01594	-0.00187	-0.0091	0.02554	0.01185	0.01573	0.01152	-0.00912	0.01157
1332	-0.02685	0.01847	0.0015	0.01608	0.02509	0.02531	0.02071	-0.02301	-0.00724	-0.00639
1333	-0.02708	0.01862	0.00148	0.01687	0.02506	0.02565	0.02081	-0.02403	-0.00724	-0.00723
1334	-0.02787	0.01872	0.00197	0.01885	0.02519	0.027	0.0211	-0.02692	-0.00697	-0.00924
1336	-0.02851	0.01893	0.00217	0.02075	0.02511	0.02794	0.02128	-0.02944	-0.00672	-0.01126
1337	-0.02884	0.01889	0.00248	0.02151	0.02506	0.02846	0.02121	-0.03048	-0.0065	-0.01207
1338	-0.02885	0.01918	0.00216	0.02197	0.02501	0.02848	0.02133	-0.03096	-0.00675	-0.01265
1340	0.03432	-0.01231	0.00789	0.02843	0.02463	-0.01849	-0.02196	-0.01438	-0.02496	0.02062
1343	0.03376	-0.01242	0.00739	0.0272	0.02492	-0.01845	-0.02233	-0.01434	-0.02327	0.01869
1345	0.0329	-0.01203	0.00714	0.02445	0.02521	-0.01863	-0.02224	-0.0137	-0.0203	0.01352
1346	0.03242	-0.01174	0.00706	0.02284	0.02519	-0.01861	-0.02194	-0.01314	-0.01857	0.01054
1347	0.03172	-0.01128	0.00688	0.02043	0.02498	-0.01826	-0.02148	-0.01214	-0.01603	0.00633
1348	0.03024	-0.01088	0.00616	0.01646	0.0252	-0.01793	-0.02125	-0.01071	-0.01166	0.00011
1351	0.02684	-0.00785	0.00584	0.00474	0.02498	-0.0165	-0.0193	-0.00486	-0.00218	-0.01857
1352	0.02566	-0.00681	0.00571	0.00095	0.02493	-0.01595	-0.01866	-0.00285	0.00052	-0.02393
1353	0.02483	-0.00636	0.00551	-0.00111	0.02507	-0.01575	-0.01824	-0.00163	0.00204	-0.02623
1354	0.02434	-0.00646	0.00519	-0.0019	0.02524	-0.01576	-0.01817	-0.00133	0.00312	-0.02688
1355	0.02307	-0.0063	0.00466	-0.00419	0.02563	-0.01572	-0.01764	5e-05	0.00532	-0.02862
1359	0.0134	-0.00325	0.00133	-0.01875	0.02683	-0.01264	-0.01125	0.0127	0.01188	-0.02809
1360	0.01216	-0.00174	0.00118	-0.02086	0.02667	-0.01121	-0.0102	0.0153	0.01023	-0.02715
1361	0.01112	0.00309	0.0015	-0.02426	0.02554	-0.0065	-0.00919	0.02065	0.00171	-0.02512
1363	0.00608	0.00823	0.00044	-0.02897	0.02533	-0.00092	-0.00517	0.02855	-0.00631	-0.01586
1368	-0.00192	0.01197	-0.00053	-0.03015	0.02558	0.00386	0.00229	0.03331	-0.01038	-0.00074
1369	-0.0029	0.01234	-0.00073	-0.0296	0.02565	0.00435	0.00319	0.03311	-0.01066	0.00087
1370	-0.00366	0.0127	-9e-04	-0.02889	0.02569	0.00479	0.00388	0.03261	-0.01096	0.00194
1371	-0.0058	0.01309	-0.0012	-0.02664	0.02577	0.00546	0.00596	0.03071	-0.0105	0.00492
1372	-0.00994	0.01341	-0.00112	-0.02171	0.02603	0.00702	0.00996	0.02579	-0.00874	0.00959
1376	-0.01669	0.01643	-0.00233	-0.00853	0.02527	0.01192	0.01566	0.01097	-0.00979	0.01117
1377	-0.0175	0.01746	-0.0028	-0.00582	0.02494	0.01322	0.01607	0.00765	-0.01101	0.00972
1380	-0.02363	0.01883	-0.00081	0.00928	0.02476	0.021	0.01937	-0.01304	-0.00938	-0.00096
1381	-0.02501	0.01938	-6e-04	0.01316	0.02463	0.0228	0.02012	-0.01821	-0.00915	-0.00412
1382	-0.02583	0.01989	-7e-04	0.01577	0.02453	0.02385	0.02065	-0.02156	-0.00913	-0.00645
1384	-0.02661	0.02062	-0.00105	0.01872	0.02452	0.025	0.02136	-0.02532	-0.00931	-0.00943
1385	-0.02708	0.02061	-0.00078	0.01986	0.02452	0.02556	0.02152	-0.02685	-0.00889	-0.01058
1386	-0.02749	0.02074	-0.00065	0.02106	0.0246	0.02622	0.02178	-0.02854	-0.00874	-0.01189
1392	0.03506	-0.01074	0.00981	0.02782	0.02383	-0.01901	-0.01999	-0.01312	-0.02588	0.01726
1393	0.03478	-0.01066	0.00963	0.02698	0.02389	-0.01891	-0.0201	-0.01298	-0.02494	0.01582
1394	0.03447	-0.01045	0.00957	0.02586	0.02401	-0.01897	-0.02011	-0.01272	-0.02385	0.01363
1396	0.03364	-0.0098	0.00936	0.02276	0.02375	-0.01843	-0.01975	-0.01158	-0.0207	0.00811
1402	0.02634	-0.00593	0.00665	0.00116	0.02426	-0.01562	-0.01813	-0.00249	-0.00109	-0.02435
1403	0.02528	-0.00576	0.00603	-0.00107	0.02458	-0.01536	-0.01812	-0.00151	0.001	-0.02669
1404	0.02507	-0.00503	0.00621	-0.00236	0.02422	-0.01481	-0.0178	-7e-04	0.00112	-0.02826
1406	0.02221	-0.00254	0.00547	-0.0088	0.02386	-0.01239	-0.01601	0.00439	0.00208	-0.03091
1409	0.01553	0.00194	0.0032	-0.02024	0.02438	-0.00791	-0.01208	0.01545	0.00173	-0.03021
1410	0.0139	0.00359	0.00284	-0.02275	0.02431	-0.00622	-0.01084	0.01854	-4e-05	-0.02876
1413	0.0061	0.00985	0.00041	-0.02973	0.02444	0.00064	-0.00526	0.02937	-0.00919	-0.01519
1414	0.00511	0.01064	6e-05	-0.03046	0.02446	0.00148	-0.00456	0.03061	-0.0104	-0.01335
1415	0.00294	0.01167	-0.00021	-0.03088	0.02452	0.00279	-0.00252	0.03203	-0.01154	-0.00917
1420	-0.00206	0.01363	-0.00138	-0.02961	0.0247	0.00507	0.00194	0.03267	-0.01322	-2e-04
1422	-0.00756	0.01453	-0.0021	-0.02373	0.02506	0.00668	0.0073	0.02773	-0.01184	0.00712
1423	-0.01295	0.01607	-0.00314	-0.01487	0.02449	0.00884	0.01236	0.01842	-0.01075	0.01132
1425	-0.01493	0.01707	-0.00332	-0.01084	0.02481	0.01093	0.01411	0.01393	-0.01168	0.01088
1426	-0.0162	0.01845	-0.00422	-0.00716	0.02409	0.01209	0.01492	0.00979	-0.01291	0.01011
1427	-0.01702	0.02039	-0.00566	-0.00293	0.02269	0.01312	0.01498	0.00488	-0.01474	0.00745
1428	-0.01834	0.02079	-0.00561	0.00039	0.02273	0.01432	0.01605	0.00082	-0.01425	0.00535
1432	-0.02448	0.02217	-0.00411	0.01604	0.02327	0.02156	0.02041	-0.01998	-0.01171	-0.00704
1433	-0.0255	0.02169	-0.00301	0.01769	0.02385	0.02307	0.0211	-0.02281	-0.0107	-0.00854
1435	-0.02638	0.02192	-0.0028	0.0202	0.0239	0.02418	0.02166	-0.02614	-0.01015	-0.01111
1436	-0.02631	0.02268	-0.00379	0.02126	0.02347	0.02371	0.02181	-0.02679	-0.0105	-0.01231
1437	-0.02669	0.02261	-0.0035	0.02212	0.02349	0.02416	0.02194	-0.02795	-0.01002	-0.01323
1438	-0.02679	0.02269	-0.00355	0.02251	0.02346	0.02425	0.02201	-0.0284	-0.00996	-0.01367
1439	-0.02725	0.02215	-0.00258	0.02278	0.02387	0.02521	0.02213	-0.02943	-0.00942	-0.01394
1440	0.03633	-0.00938	0.01195	0.02888	0.02258	-0.01932	-0.01761	-0.01194	-0.02838	0.01709
1441	0.03609	-0.00951	0.01164	0.02847	0.02273	-0.01923	-0.01793	-0.01204	-0.02775	0.01663
1442	0.03598	-0.00934	0.01167	0.0279	0.02254	-0.01906	-0.01771	-0.01177	-0.02709	0.01555
1443	0.03557	-0.00947	0.01121	0.02707	0.02282	-0.01897	-0.01821	-0.01186	-0.02605	0.01437
1444	0.03518	-0.00938	0.01096	0.02591	0.02285	-0.01879	-0.0183	-0.01162	-0.02471	0.01243
1447	0.03378	-0.00814	0.01066	0.02051	0.02237	-0.0178	-0.01771	-0.00965	-0.01954	0.00287
1449	0.03146	-0.00739	0.0094	0.01408	0.02292	-0.01707	-0.01795	-0.00748	-0.01322	-0.00694
1450	0.02995	-0.00649	0.00884	0.00949	0.02309	-0.01643	-0.01778	-0.00555	-0.00936	-0.01384
1451	0.02859	-0.00546	0.00844	0.00513	0.02298	-0.01561	-0.0174	-0.00361	-0.00599	-0.02007
1453	0.02587	-0.00413	0.00705	-0.00204	0.02315	-0.01405	-0.0174	-7e-04	-0.00063	-0.02828
